Id,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No_Data,Wear_Range,Wear_Speed,Wear_CriticalRate,Wear_Drop_LV,Wear_Drop_Option_Number,Wear_Drop_Socket_1EA_Rate,Wear_Drop_Socket_2EA_Rate,Wear_Drop_Socket_3EA_Rate,Wear_Drop_Socket_4EA_Rate,Wear_Small_Monster_Attack_Addition,Wear_Middle_Monster_Attack_Addition,Wear_Large_Monster_Attack_Addition,Wear_Boss_Monster_Attack_Addition,Wear_Undead_Monster_Attack_Addition,Option_Index_1,Option_Value_1,Option_Index_2,Option_Value_2,Option_Index_3,Option_Value_3,Option_Index_4,Option_Value_4,Option_Index_5,Option_Value_5,Option_Index_6,Option_Value_6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level_0_Item_LV,Level_0_Melee_Min_Attack,Level_0_Melee_Max_Attack,Level_0_Magic_Min_Attack,Level_0_Magic_Max_Attack,Level_0_Defance_Max,Level_0_Defance_Max,Level_0_Blocking_Rate,Level_0_Critical_Bonus,Level_0_Str_Request,Level_0_Dex_Request,Level_0_Spr_Request,Level_0_Appraisal_Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape
10013,Guardian Pants +3,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,2003,2003,2005,2005,3,0,0,0,0,27,27,0,0,0,0,0,0,10012,10014,0,0,1,0,0
10014,Guardian Pants +4,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,2003,2003,2005,2005,4,0,0,0,0,32,32,0,0,0,0,0,0,10013,10015,0,0,1,0,0
10015,Guardian Pants +5,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,2003,2003,2005,2005,5,0,0,0,0,38,38,0,0,0,0,0,0,10014,10016,0,0,1,0,0
10016,Guardian Pants +6,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,2003,2003,2005,2005,6,0,0,0,0,45,45,0,0,0,0,0,0,10015,10017,0,0,1,0,0
10017,Guardian Pants +7,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,2003,2003,2005,2005,7,0,0,0,0,52,52,0,0,0,0,0,0,10016,10018,0,0,1,0,0
10018,Guardian Pants +8,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,2003,2003,2005,2005,8,0,0,0,0,59,59,0,0,0,0,0,0,10017,10019,0,0,1,0,0
10019,Guardian Pants +9,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,14,213,2,2,0,0,1,1,0,0,15,35,50,3,2,1,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,2003,2003,2005,2005,9,0,0,0,0,66,66,0,0,0,0,0,0,10018,0,0,0,1,0,0
3,Thunder Pants,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2003,2003,2004,2005,2006,0,0,0,0,0,30,30,0,0,0,0,0,0,0,10021,0,0,1,0,0
10021,Thunder Pants +1,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2003,2003,2004,2005,2006,1,0,0,0,0,32,32,0,0,0,0,0,0,3,10022,0,0,1,0,0
10022,Thunder Pants +2,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2003,2003,2004,2005,2006,2,0,0,0,0,35,35,0,0,0,0,0,0,10021,10023,0,0,1,0,0
10023,Thunder Pants +3,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2003,2003,2004,2005,2006,3,0,0,0,0,39,39,0,0,0,0,0,0,10022,10024,0,0,1,0,0
10024,Thunder Pants +4,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2003,2003,2004,2005,2006,4,0,0,0,0,44,44,0,0,0,0,0,0,10023,10025,0,0,1,0,0
10025,Thunder Pants +5,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2003,2003,2004,2005,2006,5,0,0,0,0,50,50,0,0,0,0,0,0,10024,10026,0,0,1,0,0
10026,Thunder Pants +6,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2003,2003,2004,2005,2006,6,0,0,0,0,57,57,0,0,0,0,0,0,10025,10027,0,0,1,0,0
10027,Thunder Pants +7,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2003,2003,2004,2005,2006,7,0,0,0,0,64,64,0,0,0,0,0,0,10026,10028,0,0,1,0,0
10028,Thunder Pants +8,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2003,2003,2004,2005,2006,8,0,0,0,0,71,71,0,0,0,0,0,0,10027,10029,0,0,1,0,0
10029,Thunder Pants +9,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,27,904,2,2,0,0,1,1,0,0,15,35,50,3,2,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2003,2003,2004,2005,2006,9,0,0,0,0,78,78,0,0,0,0,0,0,10028,0,0,0,1,0,0
4,Titan Pants,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2004,2005,2006,0,0,0,0,0,44,44,0,0,0,0,0,0,0,10031,0,0,1,0,0
10031,Titan Pants +1,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2004,2005,2006,1,0,0,0,0,46,46,0,0,0,0,0,0,4,10032,0,0,1,0,0
10032,Titan Pants +2,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2004,2005,2006,2,0,0,0,0,49,49,0,0,0,0,0,0,10031,10033,0,0,1,0,0
10033,Titan Pants +3,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2004,2005,2006,3,0,0,0,0,53,53,0,0,0,0,0,0,10032,10034,0,0,1,0,0
10034,Titan Pants +4,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2004,2005,2006,4,0,0,0,0,58,58,0,0,0,0,0,0,10033,10035,0,0,1,0,0
10035,Titan Pants +5,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2004,2005,2006,5,0,0,0,0,64,64,0,0,0,0,0,0,10034,10036,0,0,1,0,0
10036,Titan Pants +6,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2004,2005,2006,6,0,0,0,0,72,72,0,0,0,0,0,0,10035,10037,0,0,1,0,0
10037,Titan Pants +7,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2004,2005,2006,7,0,0,0,0,80,80,0,0,0,0,0,0,10036,10038,0,0,1,0,0
10038,Titan Pants +8,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2004,2005,2006,8,0,0,0,0,90,90,0,0,0,0,0,0,10037,10039,0,0,1,0,0
10039,Titan Pants +9,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,40,3627,2,2,0,0,1,1,0,0,15,35,50,3,2,1,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2004,2005,2006,9,0,0,0,0,103,103,0,0,0,0,0,0,10038,0,0,0,1,0,0
5,Radiance Pants,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,0,0,0,0,0,57,57,0,0,0,0,0,0,0,10041,0,0,1,0,0
10041,Radiance Pants +1,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,1,0,0,0,0,59,59,0,0,0,0,0,0,5,10042,0,0,1,0,0
10042,Radiance Pants +2,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,2,0,0,0,0,62,62,0,0,0,0,0,0,10041,10043,0,0,1,0,0
10043,Radiance Pants +3,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,3,0,0,0,0,66,66,0,0,0,0,0,0,10042,10044,0,0,1,0,0
10044,Radiance Pants +4,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,4,0,0,0,0,71,71,0,0,0,0,0,0,10043,10045,0,0,1,0,0
10045,Radiance Pants +5,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,5,0,0,0,0,77,77,0,0,0,0,0,0,10044,10046,0,0,1,0,0
10046,Radiance Pants +6,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,6,0,0,0,0,85,85,0,0,0,0,0,0,10045,10047,0,0,1,0,0
10047,Radiance Pants +7,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,7,0,0,0,0,94,94,0,0,0,0,0,0,10046,10048,0,0,1,0,0
10048,Radiance Pants +8,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,8,0,0,0,0,105,105,0,0,0,0,0,0,10047,10049,0,0,1,0,0
10049,Radiance Pants +9,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,52,9476,2,2,0,0,1,1,0,0,15,35,50,3,2,1,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2004,2003,2005,2005,2007,9,0,0,0,0,119,119,0,0,0,0,0,0,10048,0,0,0,1,0,0
6,Aquila Pants,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,0,0,0,0,0,73,73,0,0,0,0,0,0,0,10051,0,0,1,0,0
10051,Aquila Pants +1,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,1,0,0,0,0,75,75,0,0,0,0,0,0,6,10052,0,0,1,0,0
10052,Aquila Pants +2,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,2,0,0,0,0,78,78,0,0,0,0,0,0,10051,10053,0,0,1,0,0
10053,Aquila Pants +3,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,3,0,0,0,0,82,82,0,0,0,0,0,0,10052,10054,0,0,1,0,0
10054,Aquila Pants +4,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,4,0,0,0,0,87,87,0,0,0,0,0,0,10053,10055,0,0,1,0,0
10055,Aquila Pants +5,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,5,0,0,0,0,93,93,0,0,0,0,0,0,10054,10056,0,0,1,0,0
10056,Aquila Pants +6,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,6,0,0,0,0,102,102,0,0,0,0,0,0,10055,10057,0,0,1,0,0
10057,Aquila Pants +7,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,7,0,0,0,0,112,112,0,0,0,0,0,0,10056,10058,0,0,1,0,0
10058,Aquila Pants +8,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,8,0,0,0,0,123,123,0,0,0,0,0,0,10057,10059,0,0,1,0,0
10059,Aquila Pants +9,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,64,20555,2,2,0,0,1,1,0,0,15,35,50,3,2,1,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,9,0,0,0,0,138,138,0,0,0,0,0,0,10058,0,0,0,1,0,0
7,Eternity Pants,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,0,0,0,0,0,90,90,0,0,0,0,0,0,0,10081,0,0,1,0,0
10081,Eternity Pants +1,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,1,0,0,0,0,92,92,0,0,0,0,0,0,7,10082,0,0,1,0,0
10082,Eternity Pants +2,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,2,0,0,0,0,95,95,0,0,0,0,0,0,10081,10083,0,0,1,0,0
10083,Eternity Pants +3,0,5,2,0,1282,27,1000-0000-0000-0000-0000-0000-0000-0000,1500,0,1,76,39419,2,2,0,0,1,1,0,0,15,35,50,3,2,1,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,3,0,0,0,0,99,99,0,0,0,0,0,0,10082,10084,0,0,1,0,0
