Index,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value1,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,5229,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape
5007,[E] Infected Earth,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,732,0,74,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4994,[E] Libido Mastery,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,641,0,15,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5020,[E] Meteor,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,622,0,108,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5018,[E] Muspell,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,646,0,108,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5015,[E] Palpus,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,737,0,97,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5006,[E] Poison Sword,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,731,0,52,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56577,[E] Rare Laker Stake,5,0,12,0,12,52,1111-1111-1111-1111-1111-1111-1111-1111,3000,212,1,0,1,1,1,50,1,10,10,0,0,0,0,0,0,0,0,6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4984,[E] Regulus,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,602,0,36,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5001,[E] Selaim,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,604,0,58,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5005,[E] Servant Defend,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,731,0,45,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5024,[E] Shadow Revenge,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,740,0,74,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4991,[E] Skin of the Foreign Realm,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,741,0,30,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56575,[E] Smelling Cooked Sea Bass,5,0,12,0,12,52,1111-1111-1111-1111-1111-1111-1111-1111,3000,302,1,0,1,1,1,50,1,10,10,0,0,0,0,0,0,0,0,6482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56574,[E] Soft Pound Cake,5,0,12,0,12,52,1111-1111-1111-1111-1111-1111-1111-1111,3000,217,1,0,1,1,1,50,1,10,10,0,0,0,0,0,0,0,0,6481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4990,[E] Spirit Dagger,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,723,0,12,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5004,[E] Summon Ghost,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,730,0,52,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5021,[E] Sword Vigor,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,661,0,83,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4995,[E] Tarantula,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,642,0,15,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5002,[E] Tentator,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,644,0,58,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56578,[E] Thin mullet stew,5,0,12,0,12,52,1111-1111-1111-1111-1111-1111-1111-1111,3000,213,1,0,1,1,1,50,1,10,10,0,0,0,0,0,0,0,0,6483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4988,[E] Twin Mastery,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,721,0,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5012,[E] Venom Light,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,734,0,32,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4998,[E] Vicious Mastery,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,727,0,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5011,[E] Vicious Mirror,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,733,0,87,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5000,[E] Vicious Thorn,0,3,2,0,775,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,728,0,12,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4015,[Hunter] Aeries,4,7,0,0,1792,26,1111-1111-1111-1111-1111-1111-1111-1111,1700,50006,1,0,5000000,1,1,5,1,1,1,0,0,0,0,0,0,0,0,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4014,[Knight] Ethan,4,7,0,0,1792,26,1111-1111-1111-1111-1111-1111-1111-1111,1700,50005,1,0,5000000,1,1,5,1,1,1,0,0,0,0,0,0,0,0,5299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4011,[Magician] Chloe,4,7,0,0,1792,26,1111-1111-1111-1111-1111-1111-1111-1111,1700,50002,1,0,5000000,1,1,5,1,1,1,0,0,0,0,0,0,0,0,5296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4012,[Magician] Grania,4,7,0,0,1792,26,1111-1111-1111-1111-1111-1111-1111-1111,1700,50003,1,0,5000000,1,1,5,1,1,1,0,0,0,0,0,0,0,0,5297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4013,[Magician] Xavi,4,7,0,0,1792,26,1111-1111-1111-1111-1111-1111-1111-1111,1700,50004,1,0,5000000,1,1,5,1,1,1,0,0,0,0,0,0,0,0,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4377,[New]Agulys Shoulder,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1187,1,165,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4369,[New]Crazy Arrow,0,3,2,0,770,40,0100-0000-0000-0000-0000-0000-0000-0000,1500,387,1,165,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4374,[New]Cruelty Whip,0,3,2,0,770,40,0000-1000-0000-0000-0000-0000-0000-0000,1500,987,1,165,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4373,[New]Death Penalty,0,3,2,0,770,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,787,1,165,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4372,[New]Dragon Canine,0,3,2,0,770,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,786,1,165,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4368,[New]Fire Bullet,0,3,2,0,770,40,0100-0000-0000-0000-0000-0000-0000-0000,1500,386,1,165,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4375,[New]Fragrant Rain,0,3,2,0,770,40,0000-1000-0000-0000-0000-0000-0000-0000,1500,988,1,165,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4370,[New]Ghost of Time,0,3,2,0,770,40,0010-0000-0000-0000-0000-0000-0000-0000,1500,585,1,165,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
